business_id,business_name,business_address,business_city,business_state,business_postal_code,business_phone_number,business_latitude,business_longitude,analysis_neighborhood,permit_type
06733198,NOE INDIAN CUISINE,4166   24TH ST,San Francisco,CA,,,37.75145400000100,-122.4355905000020,Noe Valley,"H25R - RESTAURANT 1,000 - 2,000 SQFT"
06733199,BOSS MARKET,2551   NORIEGA ST,San Francisco,CA,,,37.75332600000100,-122.4910575000020,Sunset/Parkside,H07R - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06733201,CORONA HEIGHTS MARKET & DELI,4400 17TH ST,San Francisco,CA,,,37.76219100000100,-122.4434790000020,Castro/Upper Market,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06733202,KEIKO'S COFFEE SHOP LLC,3926 MISSION ST,San Francisco,CA,,,37.73492100000100,-122.4255645000020,Bernal Heights,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733203,CARDONA'S FOOD TRUCK,1800 MISSION ST,San Francisco,CA,,,37.76786100000100,-122.4202005000020,Mission,H79 - MOBILE FOOD FACILITY CLASS 5
06733204,GUCKENHEIMER @ GOOGLE MK F2,188 EMBARCADERO,San Francisco,CA,,,37.79258400000100,-122.3916930000020,Financial District/South Beach,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06733205,MESK DISCOUNT,1128   POLK ST,San Francisco,CA,,,37.78711200000100,-122.4197325000020,Nob Hill,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06733206,MI CAFECITO SF,601 MISSION BAY BLVD N,San Francisco,CA,,,37.77098400000100,-122.3914050000020,Mission Bay,H78 - MOBILE FOOD FACILITY CLASS 4
06733209,RIPPLE,"600 BATTERY ST, BASEMENT",San Francisco,CA,,,37.79749800000100,-122.4003330000020,Financial District/South Beach,H84 - EMPLOYEE CAFETERIAS W/FOOD PREP
06733212,TRADER JOE'S,"555 FULTON ST, GROUND FLOOR",San Francisco,CA,,,37.77814901796100,-122.4260040197640,Hayes Valley,H08 - RETAIL MKTS W/FOOD PREP (10001 - 20000)
06733215,MAYAFLOR,1494 CALIFORNIA ST,San Francisco,CA,,,37.79102700000100,-122.4189135000020,Nob Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733216,TACO BELL #41771,90 CHARTER OAK AVE,San Francisco,CA,,,37.73682000000100,-122.4053100000020,Bayview Hunters Point,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06733220,P&F CATERING,510 STEVENSON ST,San Francisco,CA,,,37.78156800000100,-122.4100935000020,South of Market,H74 - CATERER
06733222,SIDEWALK JUICE,3287   21ST ST,San Francisco,CA,,,37.75680000000100,-122.4208215000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733223,SARITA'S GRILL & BEER,995 VALENCIA ST,San Francisco,CA,,,37.75708800000100,-122.4208530000020,Mission,"H26 - RESTAURANT OVER 2,000 SQFT"
06733224,VERVE COFFEE ROASTERS,2101 MARKET ST,San Francisco,CA,,,37.76696100000100,-122.4291510000020,Castro/Upper Market,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733227,AYDEA,799 BRYANT ST,San Francisco,CA,,,37.77608700000100,-122.4021645000020,South of Market,H88 - RETAIL BAKERIES WITH FOOD PREP
06733230,Rusty Ladle,3645 LAWTON ST,San Francisco,CA,,,37.75667400000100,-122.5022400000020,Sunset/Parkside,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733232,FARMERS' TABLE,103   HORNE AVE,San Francisco,CA,,,37.72659600000100,-122.3656245000020,Bayview Hunters Point,H74 - CATERER
06733233,WABI-SABI SF@TT,1517 PINE ST,San Francisco,CA,,,37.78939800000100,-122.4207720000020,Nob Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733234,ON ON FROZEN FOODS,6239 3RD ST,San Francisco,CA,,,37.72188362130200,-122.3957813447170,Bayview Hunters Point,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06733236,FANOOS GRILLS,533 SUTTER ST,San Francisco,CA,,,37.78888500000100,-122.4090900000020,Nob Hill,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733237,TAISHAN DIMSUM,1343 POWELL ST,San Francisco,CA,,,37.79696700000100,-122.4104760000020,Chinatown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733238,BOB'S DONUTS ON POLK,1720 POLK ST,San Francisco,CA,,,37.79274600000100,-122.4209925000020,Russian Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733240,MARCO POLO ITALIAN ICE CREAM INC.,3886   NORIEGA ST,San Francisco,CA,,,37.75320000000100,-122.5051425000020,Sunset/Parkside,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733242,STEAM RICE ROLL KING,2228 IRVING ST,San Francisco,CA,,,37.76346900000100,-122.4818415000020,Sunset/Parkside,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733243,DOVE DONUTS,5001 GEARY BLVD,San Francisco,CA,,,37.78040700000100,-122.4731475000020,Outer Richmond,H88 - RETAIL BAKERIES WITH FOOD PREP
06733244,FIORELLA NOE,4042 24TH ST,San Francisco,CA,,,37.75161600000100,-122.4328860000020,Noe Valley,"H26 - RESTAURANT OVER 2,000 SQFT"
06733245,TAQUERIAS EL FAROLITO,1020 N VALENCIA ST,San Francisco,CA,,,37.75655727247600,-122.4211327255020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733246,PROPER FOOD,300 TONI STONE CROSSING,San Francisco,CA,,,37.77554700000100,-122.3887815000020,Mission Bay,H28 - TAKE-OUTS
06733247,LITTLE ALOHA,1115 TARAVAL ST,San Francisco,CA,,,37.74278700000100,-122.4781650000020,Sunset/Parkside,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733248,TEAWOOD CAFE INC,3944   GEARY BLVD,San Francisco,CA,,,37.78144200000100,-122.4618795000020,Inner Richmond,"H26 - RESTAURANT OVER 2,000 SQFT"
06733249,MINNIE BELL'S SOUL MOVEMENT,1375 FILLMORE ST,San Francisco,CA,,,37.78207200000100,-122.4327195000020,Western Addition,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733251,WANPO TEA SHOP,3251   20TH AVE,San Francisco,CA,,,37.72847700000100,-122.4768375000020,Lakeshore,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733252,CAFFE CENTRO SP,102 S PARK ST,San Francisco,CA,,,37.78163481040200,-122.3942286024140,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733253,"GUCKENHEIMER SERVICES LLC, 1st Floor",3180 18TH ST,San Francisco,CA,,,37.76238900000100,-122.4146115000020,Mission,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06733254,"GUCKENHEIMER SERVICES LLC, 2nd Floor",3180 18TH ST,San Francisco,CA,,,37.76238900000100,-122.4146115000020,Mission,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06733256,CAFE AT THE GALLERIA,101   HENRY ADAMS ST,San Francisco,CA,,,37.76811300000100,-122.4035325000020,Mission Bay,H87 - BARS/TAVERNS W/FOOD PREP
06733257,GUCKENHEIMER @ OPENAI PIONEER MK FLOOR 3,3180 18TH ST,San Francisco,CA,,,37.76238900000100,-122.4146115000020,Mission,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06733258,GROCERY OUTLET SF INC,4057 18TH ST,San Francisco,CA,,,37.76076000000100,-122.4341190000020,Castro/Upper Market,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06733259,BIG FOUR RESTAURANT,1075   CALIFORNIA ST,San Francisco,CA,,,37.79137800000100,-122.4120645000020,Nob Hill,"H26R - RESTAURANT OVER 2,000 SQFT"
06733260,MOZZERIA (MOBILE FOOD TRUCK II),2 MARINA BLVD BLDG C36,San Francisco,CA,,,37.80550800000100,-122.4319545000020,Marina,H79 - MOBILE FOOD FACILITY CLASS 5
06733262,VERVE COFFEE ROASTERS,1155 BATTERY ST,San Francisco,CA,,,37.80180000000100,-122.4023220000020,Financial District/South Beach,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06733263,705 COLUMBUS,705 COLUMBUS AVE,San Francisco,CA,,,37.80123300000100,-122.4118215000020,Chinatown,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06733264,T4 MALA TOWN RESTAURANT,380 BUSH ST,San Francisco,CA,,,37.79099100000100,-122.4038610000020,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733266,SOUNDTRACK,3192 16TH ST,San Francisco,CA,,,37.76502600000100,-122.4238275000020,Mission,H86R - BARS/TAVERNS W/O FOOD PREP
06733267,The Bar at Grant and Green,1371 GRANT AVE,San Francisco,CA,,,37.79955000000100,-122.4075150000020,North Beach,H86 - BARS/TAVERNS W/O FOOD PREP
06733269,Arsicault Bakery,1070  BRIDGEVIEW WAY,San Francisco,CA,,,37.77521400000100,-122.3883225000020,Mission Bay,H88R - RETAIL BAKERIES WITH FOOD PREP
06733270,GEORGE'S DOUGHNUTS,163 WEST PORTAL AVE,San Francisco,CA,,,37.73896200000100,-122.4674460000020,West of Twin Peaks,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733272,UNITED COUNCIL OF HUMAN SVCS,2111   JENNINGS ST,San Francisco,CA,,,37.72673100000100,-122.3886735000020,Bayview Hunters Point,H23 - FOOD PREP AND SERVICE (FEE EXEMPT)
06733274,RIPPLE BATTERY STREET - 2nd Floor,600 BATTERY ST,San Francisco,CA,,,37.79749800000100,-122.4003330000020,Financial District/South Beach,H84 - EMPLOYEE CAFETERIAS W/FOOD PREP
06733276,CAFE MADEMOISELLE,405 HOWARD ST,San Francisco,CA,,,37.78861500000100,-122.3953875000020,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733280,"CHUCHUBAKESS, LLC",2455   37TH AVE,San Francisco,CA,,,37.74115800000100,-122.4952470000020,Sunset/Parkside,H99 - COTTAGE FOOD OPERATIONS - TIER B (INDIRECT SALES)
06733281,CUPRUM BAKERY LLC,539   9TH AVE,San Francisco,CA,,,37.77818400000100,-122.4676395000020,Inner Richmond,H99R - COTTAGE FOOD OPERATIONS - TIER B (INDIRECT SALES)
06733282,STONEMILL MATCHA,561 VALENCIA ST,San Francisco,CA,,,37.76401800000100,-122.4215190000020,Mission,"H26 - RESTAURANT OVER 2,000 SQFT"
06733283,CARLOTTA'S AT HOTEL JULIAN,940 SUTTER ST,San Francisco,CA,,,37.78857900000100,-122.4159435000020,Nob Hill,"H26 - RESTAURANT OVER 2,000 SQFT"
06733285,GUCKENHEIMER @ OPENAI ALABAMA 1ST FLOOR CAFE,321 ALABAMA ST,San Francisco,CA,,,37.76517842473100,-122.4123651924550,Mission,J07 - CATERING FACILITY – NO COOKING
06733286,Corbeaux Lounge,550 MONTGOMERY ST,San Francisco,CA,,,37.79438400000100,-122.4028080000020,Chinatown,H87 - BARS/TAVERNS W/FOOD PREP
06733292,SUNFLOWER POTRERO HILL,288 CONNECTICUT ST,San Francisco,CA,,,37.76263200000100,-122.3977860000020,Potrero Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733297,EARLY TO RISE,1801 MCALLISTER ST,San Francisco,CA,,,37.77719400000100,-122.4419445000020,Lone Mountain/USF,"H26 - RESTAURANT OVER 2,000 SQFT"
06733300,WINGSTOP,90   CHARTER OAK AVE,San Francisco,CA,,,37.73682000000100,-122.4053100000020,Bayview Hunters Point,H07R - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06733303,BUBU,2417   CALIFORNIA ST,San Francisco,CA,,,37.78869600000100,-122.4340650000020,Pacific Heights,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733306,JINSHAN CAFE LLC,781 SACRAMENTO ST,San Francisco,CA,,,37.79325900000100,-122.4059130000020,Chinatown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733307,DETROIT SQUARE PIZZA LLC,3107 16TH ST,San Francisco,CA,,,37.76466600000100,-122.4221715000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733308,GUCKENHEIMER @ OPENAI ALABAMA 2ND FLOOR MK,321 ALABAMA ST,San Francisco,CA,,,37.76517842473100,-122.4123651924550,Mission,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06733309,TING TING MINI MOBILE DELI,1135 REVERE AVE,San Francisco,CA,,,37.72647900000100,-122.3815545000020,Bayview Hunters Point,H76 - MOBILE FOOD FACILITY CLASS 2
06733315,PAPAYA ISLAND,501 6TH ST,San Francisco,CA,,,37.77608700000100,-122.4021645000020,South of Market,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733316,DOMINOS PIZZA,728 GEARY ST,San Francisco,CA,,,37.78668000000100,-122.4154260000020,Tenderloin,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733317,"ARNALI, INC.",900 D AVE,San Francisco,CA,,,37.82586779701100,-122.3737899695630,Treasure Island,H78 - MOBILE FOOD FACILITY CLASS 4
06733318,"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW SAN FRANCISCO, Lower Level",198 MCALLISTER ST,San Francisco,CA,,,37.78089300000100,-122.4151200000020,Tenderloin,J07 - CATERING FACILITY – NO COOKING
06733319,BON APPETIT MANAGEMENT CO,221 MAIN ST,San Francisco,CA,,,37.79035200000100,-122.3922285000020,Financial District/South Beach,J07 - CATERING FACILITY – NO COOKING
06733320,MAI GARLIC NOODLES,555 NICHOLS RD,San Francisco,CA,,,nan,nan,,H79 - MOBILE FOOD FACILITY CLASS 5
06733325,CHOME SF,3601 26TH ST,San Francisco,CA,,,37.74871800000100,-122.4215145000020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733326,Bar Sprezzatura Lobby Lvl,300   CLAY ST,San Francisco,CA,,,37.79560800000100,-122.3992395000020,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733331,RIPPLE BATTERY STREET,600 BATTERY ST,San Francisco,CA,,,37.79749800000100,-122.4003330000020,Financial District/South Beach,J07 - CATERING FACILITY – NO COOKING
06733339,PIQUEOS KITCHEN INC,1769 FULTON ST,San Francisco,CA,,,37.77565500000100,-122.4458595000020,Lone Mountain/USF,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733342,SPRO UC LAW,198 MCALLISTER ST,San Francisco,CA,,,37.78089300000100,-122.4151200000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733343,FLOR DE CHILE,725 GREENWICH ST,San Francisco,CA,,,37.80182700000100,-122.4116865000020,North Beach,H34 - PUSHCARTS (RETAIL FOOD VEHICLE)
06733345,DOMINOS PIZZA,320 BAY SHORE BLVD,San Francisco,CA,,,37.74285900000100,-122.4057960000020,Bernal Heights,H28 - TAKE-OUTS
06733347,OUTSET COFFEE,90   NEW MONTGOMERY ST,San Francisco,CA,,,37.78742700000100,-122.4009450000020,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733351,GO DUCK YOURSELF,439 CORTLAND AVE,San Francisco,CA,,,37.73929500000100,-122.4170235000020,Bernal Heights,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733352,CREAMY TREATS,3106 16TH ST,San Francisco,CA,,,37.76514300000100,-122.4222480000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06733355,SWEET GLORY,1336 9TH AVE,San Francisco,CA,,,37.76337000000100,-122.4659475000020,Inner Sunset,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06733356,DOMINOS PIZZA,3116   NORIEGA ST,San Francisco,CA,,,37.75359600000100,-122.4971955000020,Sunset/Parkside,"H24R - RESTAURANT UNDER 1,000 SQFT"
06733357,DOMINOS PIZZA,5200   GEARY BLVD,San Francisco,CA,,,37.78070400000100,-122.4753210000020,Outer Richmond,"H24R - RESTAURANT UNDER 1,000 SQFT"
06733359,M&W MARKET,1800 23RD ST,San Francisco,CA,,,37.75500900000100,-122.3979390000020,Potrero Hill,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06733360,COMPASS@LINKEDIN 10TH FLOOR,222 2ND ST,San Francisco,CA,,,37.78632900000100,-122.3982495000020,Financial District/South Beach,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
